t,x1,y1,x2,y2,x3,y3
3.62,-1.75366650106438126677,0.60408489536825893396,1.31802086732895995524,1.13707437773369690603,0.24375961481067814907,-1.78957965696142773382
3.64,-1.75495692015061144353,0.61563403618136580686,1.32780150206406344360,1.13196595541402134089,0.23357884979698212424,-1.79594711157065178853
3.66,-1.75617260244941642000,0.62715663635350915595,1.33751914675441918590,1.12680792766803805627,0.22338398346458385180,-1.80223336427806701820
3.68,-1.75731408560508572947,0.63865240264400480186,1.34717384048248622896,1.12160091237876180514,0.21317555558883752309,-1.80843875222252337132
3.70,-1.75838190326821708354,0.65012104673804016475,1.35676562439017311945,1.11634552135816011997,0.20295409944805650748,-1.81456361144035560606
3.72,-1.75937658509571526189,0.66156228524667082258,1.36629454167883412907,1.11104236034715420089,0.19272014182351682177,-1.82060827686538040382
3.74,-1.76029865675079255638,0.67297583970682373078,1.37576063760927214119,1.10569202901561824959,0.18247420299945360522,-1.82657308232889836752
3.76,-1.76114863990296965923,0.68436143658129389156,1.38516395950173576423,1.10029512096238102359,0.17221679676306475559,-1.83245836055969202327
3.78,-1.76192705222807388665,0.69571880725874790663,1.39450455673592310646,1.09485222371522294971,0.16194843040450723759,-1.83826444318402826283
3.80,-1.76263440740824095521,0.70704768805372031348,1.40378248075097689096,1.08936391873087923265,0.15166960471690080214,-1.84399166072565523500
3.82,-1.76327121513191364954,0.71834782020661702706,1.41299778504548978475,1.08383078139503807868,0.14138081399632421165,-1.84964034260580612035
3.84,-1.76383798109384248853,0.72961894988371223114,1.42215052517749951377,1.07825338102234091764,0.13108254604181895919,-1.85521081714319580058
3.86,-1.76433520699508594731,0.74086082817715126492,1.43124075876449263767,1.07263228085638284703,0.12077528215538607670,-1.86070341155402241284
3.88,-1.76476339054300979114,0.75207321110494840255,1.44026854548340255135,1.06696803806971174389,0.11045949714198805003,-1.86611845195196757174
3.90,-1.76512302545128729747,0.76325585961098785237,1.44923394707060948505,1.06126120376383004107,0.10013565930954831940,-1.87145626334819548120
3.92,-1.76541460143989970000,0.77440853956502364586,1.45813702732194161449,1.05551232296919228482,0.08980423046895119610,-1.87671716965135337851
3.94,-1.76563860423513552256,0.78553102176267941559,1.46697785209267417272,1.04972193464520757722,0.07946566593404175149,-1.88190149366757197846
3.96,-1.76579551556959102321,0.79662308192544895036,1.47575648929752967220,1.04389057168023735578,0.06912041452162615007,-1.88700955710046458513
3.98,-1.76588581318216997218,0.80768450070069519597,1.48447300891067812678,1.03801876089159739180,0.05876891855147153843,-1.89204168055112775804
4.00,-1.76590997081808387392,0.81871506366165136548,1.49312748296573616358,1.03210702302555623611,0.04841161384630582321,-1.89699818351814064599
4.02,-1.76586845822885196711,0.82971456130742038404,1.50171998555576857726,1.02615587275733588513,0.03804892973181767113,-1.90187938439756631936
4.04,-1.76576174117230078053,0.84068278906297488895,1.51025059283328721982,1.02016581869111222503,0.02768128903665675877,-1.90668560048294999376
4.06,-1.76559028141256479927,0.85161954727915700758,1.51871938301025077855,1.01413736336001414351,0.01730910809243410564,-1.91141714796532036225
4.08,-1.76535453672008557646,0.86252464123267880147,1.52712643635806566422,1.00807100322612397392,0.00693279673372107497,-1.91607434193318892923
4.10,-1.76505496087161284358,0.87339788112612226634,1.53547183520758556696,1.00196722868047749522,-0.00344724170194965485,-1.92065749637255067661
